conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,keyword
1837870792438071485,Sun Sep 22 15:05:17 +0000 2024,39,work! cw // gaji mohon bantu gen z yang sepertinya mulai tertampar quarter life crisis ini kakak kakak https://t.co/kLN1itkvGu,1837870792438071485,https://pbs.twimg.com/media/GYFtvp8WgAEy20K.jpg,,in,,1,4,4,https://x.com/worksfess/status/1837870792438071485,1244597361826885636,worksfess,gaji gen z
1837821259524329737,Sun Sep 22 11:48:27 +0000 2024,307,Makin kesini konon daya beli berdasarkan gaji makin turun: Boomer: Bisa beli rumah Gen X: Bisa beli tanah Milenial: Bisa beli apartemen Gen Z: Bisa sewa kos-kosan Gen Alpha: Baru bisa skibidi rizz fanum tax.,1837821259524329737,,,in,heyhandokotjung@gmail.com,3,9,71,https://x.com/handokotjung/status/1837821259524329737,148332642,handokotjung,gaji gen z
1837746276152312044,Sun Sep 22 07:48:06 +0000 2024,0,@hilicurly tweet yg bilang kalo gaji gen z habis buat bayar app premium itu bener adanya gusy ,1837760770568020190,,hilicurly,in,e1 ⚔️ ,0,1,0,https://x.com/guancchan/status/1837760770568020190,1028180972804558848,guancchan,gaji gen z
1837760752050229678,Sun Sep 22 07:48:01 +0000 2024,0,Iya bang gw miskin gaji indo kagak bisa beli rumah Gen Z adalah Gen Homeless,1837760752050229678,,,in,Together in the military❤️‍🩹,0,0,0,https://x.com/VampireJeonkook/status/1837760752050229678,1288526022871101440,VampireJeonkook,gaji gen z
1837515646579736644,Sat Sep 21 15:34:04 +0000 2024,0,yt prem habis mau beli loklok prem jg buat nntn di tv bsok ️ literally gen z satu ini gaji di habiskan untuk langganan prem,1837515646579736644,,,in,제이 성훈 희승,0,0,0,https://x.com/hoonsjay/status/1837515646579736644,1289974136756813824,hoonsjay,gaji gen z
1837508592427323688,Sat Sep 21 15:06:02 +0000 2024,0,Survey generasi Gen -Z Jika lu kerja 4jt sebulan yang sudah berumah tangga diambil lu ngirit banget sisa 2 juta butuh berapa tahun kah uang terkumpul jika membuat sebuah rumah belum cicilan motor belum hiling pertanyaan nya bisakah konsisten menyimpan uang 2jt dari gaji 4jt,1837508592427323688,,,in,,0,0,0,https://x.com/SugaraDermawan/status/1837508592427323688,1446299751889063939,SugaraDermawan,gaji gen z
1837454448584806420,Sat Sep 21 13:28:35 +0000 2024,0,@minemyhan gapapa deh biarin nikmatin gaji nya bnr bnr gen z yg hrs self reward,1837484067874324489,,minemyhan,in,txt⭐️bnd🏠,0,0,0,https://x.com/Y2JWORLDZ/status/1837484067874324489,1204019737333682176,Y2JWORLDZ,gaji gen z
1837437873580396922,Sat Sep 21 10:25:01 +0000 2024,309,Pertanyaan menarik dari peserta diskusi Saya pekerja Gen Z saya peduli dengan politik karena ini berpengaruh kepada hidup saya. Tapi gimana cara saya menyalurkan keresahan ini? Dapat kerja dg gaji seadanya saja bersyukur. Apa ada wadah yang dapat menampung keresahaan ini? ,1837437873580396922,,,in,belakang meja,3,8,88,https://x.com/anak_legal/status/1837437873580396922,1367747750687694848,anak_legal,gaji gen z
1837296498566119590,Sat Sep 21 01:03:15 +0000 2024,0,Habis pulang jaga 24 jam. 1 minggu ini shift udah 72 jadi 82 jam pulang pulang lihat rekening gaji 3 bulan belom bayaran. CUMA BISA NANGIS PLIS GEN Z ALPHA JANGAN JADI DOKTER DI INDO https://t.co/r6NHPwQGuU,1837296498566119590,https://pbs.twimg.com/media/GX9jbXHa8AADCdj.jpg,,in,,0,0,0,https://x.com/naneun_qii/status/1837296498566119590,1508411394634366980,naneun_qii,gaji gen z
1837130804004278394,Fri Sep 20 14:04:50 +0000 2024,0,Me when pgn ngantor lg tp beberapa teman or sodara kutanya pd jwb km mau mulai dari kol lg? Mau gaji UMR dan saingan ama Gen Z.. Disitu agak sedih pdhl pgnnya gaji 2 digit ,1837130804004278394,,,in,Surabaya - Jakarta,0,1,0,https://x.com/tayothelilbus/status/1837130804004278394,76903464,tayothelilbus,gaji gen z
1836313035113132390,Thu Sep 19 01:41:33 +0000 2024,0,@sbyfess Tapi dipikir emg bener kalau dirata2 gaji gen z diangka 2 jt perbulan belum pajak yang makin kesini makin kesana gws untuk indonesia emas 2045 ‍️,1836581361664299323,,sbyfess,in,trost,0,0,0,https://x.com/ari_rezaa/status/1836581361664299323,1083567599458299904,ari_rezaa,gaji gen z
1836578751641256375,Thu Sep 19 01:31:11 +0000 2024,0,Gaji Pertama Jangan Langsung Habis Begini Trik Jitu Atur Keuangan Buat Gen Z https://t.co/ibFR8YlToE,1836578751641256375,,,in,,0,0,0,https://x.com/VIVAcoid/status/1836578751641256375,41730943,VIVAcoid,gaji gen z
1835744291328770439,Mon Sep 16 18:15:20 +0000 2024,0,Mcm kedai tu punya bapak kau seenak nye berenti lgsung mnta gaji emang sial gen z skr nih pengen ku pijakkan batang leher nye,1835744291328770439,,,in,,0,0,0,https://x.com/wiindylukita/status/1835744291328770439,247742661,wiindylukita,gaji gen z
1835687647521689711,Mon Sep 16 14:30:15 +0000 2024,0,Gua cuman mau ngasih pendapat aja kenapa lu pada gen Z nganggur ya karena lu semua males sekarang faktanya ketika lu pada kerja semua hal yang paling di dicari yaitu gaji yang gede padahal skil lu semua gak ada gimana perusahaan mau nggaji lu gede kalau lu semua gak guna https://t.co/UJmSMVLAV1,1835687647521689711,https://pbs.twimg.com/media/GXmrwHGaYAAaqjw.jpg,,in,,0,1,0,https://x.com/arkannaufalll/status/1835687647521689711,1735700861878439936,arkannaufalll,gaji gen z
1835542242834145605,Mon Sep 16 04:52:28 +0000 2024,0,mama : kamu besok kalo udah punya kerjaan beli rumah ya me : *aamiin. gen z kok disuruh beli rumah T_T gaji aja susah naik*,1835542242834145605,,,in,,0,0,0,https://x.com/kinci_/status/1835542242834145605,723985721665589249,kinci_,gaji gen z
1835371764110778404,Sun Sep 15 17:35:02 +0000 2024,1,is not about solidarity jir ngapain temenan sm org kantor yg temenan bgt. Kalo dibilang solidaritas mah selagi di gaji jg kita solid2 aja. Gini nih ga suka gue sm kaum2 generasi yg suka kotakin gen z crab mentality. Lu yg mau dikesetin sm pendahulu lu trs knp klo kita vokal?,1835371764110778404,,,in,,0,0,0,https://x.com/avcdlv/status/1835371764110778404,1093069349781307392,avcdlv,gaji gen z
1835320715677225025,Sun Sep 15 15:29:08 +0000 2024,0,@small_mofo_MK3 Gaji guru indo outputnya gen z dan alpha yang bahkan ga bisa bedain di dipisah sm di disambung,1835340079830806854,,small_mofo_MK3,in,,0,0,0,https://x.com/mint_0_7/status/1835340079830806854,1795491535645233152,mint_0_7,gaji gen z
1835137707271766264,Sun Sep 15 04:45:32 +0000 2024,0,@yunuskedua gen z emng masih suka main-main tapi malah gaji ikutan main-main jg,1835178111723594164,,yunuskedua,in,,0,0,0,https://x.com/abcdefghaloo/status/1835178111723594164,1515938320936624133,abcdefghaloo,gaji gen z
1833832189727007185,Sat Sep 14 08:09:39 +0000 2024,0,@imlookingfor32 @sevendouble2s Ya klo di up semuanya ya pasti grup lain ga ada enaknya kali Standar kenyaman kyk apa ini? Dimana mana kerja ga ada standard2 kenyamanan ya Cil NJ dari awal difasilitasi/gaji. Baru kyk gini aja udh speak up kenyamananlah inilah. That why gen z dicap lembek. Ya krna elo ini,1834867092035977535,,imlookingfor32,in,,0,0,0,https://x.com/striddd2928/status/1834867092035977535,1457682895573716999,striddd2928,gaji gen z
